#{"t_start": 1784182486.7544653, "env_id": "CartPole-v1"}
r,l,t
15.0,15,1341.129045
86.0,86,1341.160305
12.0,12,1341.176261
43.0,43,1341.176261
12.0,12,1341.192135
13.0,13,1341.617075
37.0,37,1341.64832
106.0,106,1341.679568
113.0,113,1342.151977
120.0,120,1342.183441
122.0,122,1342.214918
50.0,50,1342.623614
17.0,17,1342.623614
11.0,11,1342.623614
13.0,13,1342.639237
16.0,16,1342.639237
14.0,14,1342.639237
16.0,16,1342.65486
21.0,21,1342.65486
11.0,11,1342.65486
11.0,11,1342.65486
16.0,16,1342.670483
55.0,55,1342.686106
112.0,112,1343.142319
133.0,133,1343.174332
96.0,96,1343.584149
101.0,101,1343.615601
109.0,109,1344.02414
112.0,112,1344.055937
122.0,122,1344.448667
43.0,43,1344.464295
32.0,32,1344.464295
38.0,38,1344.479917
53.0,53,1344.495959
53.0,53,1344.511573
98.0,98,1344.951946
24.0,24,1344.967552
27.0,27,1344.967552
90.0,90,1345.030509
28.0,28,1345.062778
23.0,23,1345.078328
111.0,111,1345.692125
107.0,107,1345.756331
85.0,85,1346.243923
73.0,73,1346.275385
90.0,90,1346.291008
227.0,227,1346.952998
19.0,19,1346.952998
14.0,14,1346.968622
256.0,256,1347.502364
54.0,54,1347.895127
95.0,95,1347.926362
21.0,21,1347.926362
16.0,16,1347.926362
16.0,16,1347.942231
16.0,16,1347.942231
94.0,94,1348.351602
18.0,18,1348.351602
21.0,21,1348.367514
28.0,28,1348.367514
29.0,29,1348.383497
30.0,30,1348.383497
18.0,18,1348.399508
88.0,88,1348.415059
96.0,96,1348.888489
11.0,11,1348.888489
100.0,100,1348.903495
95.0,95,1349.312764
89.0,89,1349.328746
93.0,93,1349.375854
44.0,44,1349.817418
35.0,35,1349.833454
15.0,15,1349.849006
18.0,18,1349.849006
40.0,40,1349.864629
36.0,36,1349.864629
38.0,38,1349.895878
19.0,19,1349.911501
33.0,33,1349.943227
16.0,16,1349.958759
273.0,273,1350.867803
98.0,98,1350.899048
22.0,22,1350.915148
97.0,97,1350.96305
120.0,120,1351.401676
12.0,12,1351.401676
12.0,12,1351.401676
14.0,14,1351.417527
124.0,124,1351.920672
119.0,119,1351.951917
120.0,120,1351.983164
23.0,23,1352.360271
138.0,138,1352.392481
13.0,13,1352.392481
12.0,12,1352.407988
15.0,15,1352.407988
12.0,12,1352.407988
15.0,15,1352.407988
11.0,11,1352.407988
16.0,16,1352.424116
11.0,11,1352.424116
11.0,11,1352.799988
15.0,15,1352.815611
16.0,16,1352.815611
16.0,16,1352.815611
13.0,13,1352.815611
18.0,18,1352.831483
14.0,14,1352.831483
16.0,16,1352.831483
14.0,14,1352.847266
10.0,10,1352.847266
13.0,13,1352.847266
18.0,18,1352.847266
17.0,17,1352.863147
15.0,15,1352.863147
15.0,15,1352.863147
16.0,16,1352.863147
14.0,14,1352.87904
21.0,21,1353.257481
36.0,36,1353.273031
38.0,38,1353.273031
35.0,35,1353.288655
31.0,31,1353.304281
36.0,36,1353.304281
34.0,34,1353.319982
28.0,28,1353.319982
27.0,27,1353.697857
102.0,102,1353.729406
108.0,108,1353.761397
36.0,36,1354.138052
14.0,14,1354.153907
13.0,13,1354.153907
13.0,13,1354.153907
13.0,13,1354.169775
15.0,15,1354.169775
13.0,13,1354.169775
16.0,16,1354.169775
15.0,15,1354.185399
15.0,15,1354.185399
14.0,14,1354.185399
15.0,15,1354.201335
13.0,13,1354.216935
14.0,14,1354.216935
15.0,15,1354.232556
13.0,13,1354.232556
14.0,14,1354.248315
13.0,13,1354.248315
103.0,103,1354.65521
113.0,113,1354.702366
106.0,106,1355.109349
130.0,130,1355.140596
155.0,155,1355.599504
193.0,193,1356.164696
41.0,41,1356.164696
74.0,74,1356.196277
48.0,48,1356.211901
50.0,50,1356.227525
99.0,99,1356.634607
97.0,97,1356.665854
94.0,94,1357.090912
18.0,18,1357.090912
22.0,22,1357.106527
18.0,18,1357.106527
174.0,174,1357.153396
130.0,130,1357.57636
95.0,95,1357.607607
95.0,95,1358.062793
103.0,103,1358.094266
107.0,107,1358.565828
53.0,53,1358.581741
43.0,43,1358.597352
42.0,42,1358.612976
58.0,58,1358.644222
49.0,49,1358.659845
107.0,107,1359.068241
111.0,111,1359.099484
101.0,101,1359.636665
91.0,91,1359.667911
48.0,48,1359.667911
108.0,108,1360.077574
290.0,290,1360.56408
97.0,97,1360.595325
119.0,119,1361.05221
87.0,87,1361.083732
251.0,251,1361.696863
100.0,100,1361.728539
94.0,94,1362.121922
89.0,89,1362.137978
90.0,90,1362.169483
231.0,231,1362.735146
17.0,17,1362.751089
18.0,18,1363.174092
18.0,18,1363.190673
201.0,201,1363.269623
69.0,69,1363.693386
13.0,13,1363.709003
21.0,21,1363.709003
17.0,17,1363.709003
20.0,20,1363.724627
14.0,14,1363.724627
21.0,21,1363.724627
16.0,16,1363.740252
17.0,17,1363.740252
25.0,25,1363.740252
11.0,11,1363.755875
16.0,16,1363.755875
23.0,23,1363.755875
32.0,32,1364.179216
107.0,107,1364.210459
24.0,24,1364.210459
106.0,106,1364.619278
105.0,105,1364.66695
101.0,101,1364.729695
125.0,125,1365.15251
169.0,169,1365.199888
32.0,32,1365.59188
32.0,32,1365.59188
206.0,206,1366.046421
92.0,92,1366.062253
45.0,45,1366.077876
90.0,90,1366.1093
88.0,88,1366.628213
100.0,100,1366.66014
102.0,102,1367.053459
43.0,43,1367.069253
34.0,34,1367.084876
46.0,46,1367.100778
59.0,59,1367.116882
49.0,49,1367.132875
23.0,23,1367.654117
86.0,86,1367.670184
86.0,86,1367.702157
23.0,23,1367.702157
89.0,89,1368.12429
99.0,99,1368.155535
97.0,97,1368.186782
61.0,61,1368.578408
21.0,21,1368.578408
44.0,44,1368.594268
26.0,26,1368.594268
81.0,81,1368.625744
22.0,22,1368.625744
25.0,25,1369.113435
122.0,122,1369.14468
120.0,120,1369.175927
283.0,283,1370.229677
30.0,30,1370.245297
34.0,34,1370.26092
37.0,37,1370.26092
30.0,30,1370.276544
34.0,34,1370.276544
33.0,33,1370.2924
28.0,28,1370.308025
82.0,82,1370.84408
280.0,280,1371.379742
14.0,14,1371.379742
163.0,163,1371.803174
112.0,112,1371.850257
113.0,113,1371.881504
61.0,61,1372.35338
53.0,53,1372.369003
184.0,184,1372.838827
171.0,171,1372.902701
84.0,84,1373.310666
106.0,106,1373.341911
108.0,108,1373.373859
134.0,134,1373.861183
122.0,122,1373.908054
89.0,89,1374.34778
21.0,21,1374.34778
37.0,37,1374.36385
21.0,21,1374.36385
20.0,20,1374.379897
11.0,11,1374.379897
88.0,88,1374.897831
85.0,85,1374.913453
78.0,78,1374.944924
25.0,25,1374.944924
85.0,85,1375.336993
237.0,237,1375.871904
79.0,79,1375.887835
78.0,78,1375.903707
20.0,20,1375.903707
21.0,21,1375.919519
91.0,91,1376.408381
10.0,10,1376.408381
15.0,15,1376.408381
43.0,43,1376.424003
41.0,41,1376.43963
21.0,21,1376.43963
58.0,58,1376.45525
116.0,116,1376.957879
152.0,152,1377.052315
24.0,24,1377.476314
34.0,34,1377.491938
36.0,36,1377.491938
21.0,21,1377.507562
29.0,29,1377.507562
36.0,36,1377.523183
26.0,26,1377.523183
41.0,41,1377.539008
23.0,23,1377.539008
31.0,31,1377.931759
61.0,61,1377.963005
39.0,39,1377.963005
42.0,42,1377.979124
48.0,48,1377.994752
44.0,44,1378.37085
21.0,21,1378.386751
16.0,16,1378.386751
26.0,26,1378.386751
16.0,16,1378.402634
20.0,20,1378.402634
23.0,23,1378.402634
18.0,18,1378.418262
13.0,13,1378.418262
17.0,17,1378.418262
20.0,20,1378.433886
16.0,16,1378.433886
11.0,11,1378.433886
26.0,26,1378.44979
127.0,127,1378.903864
136.0,136,1379.344109
158.0,158,1379.406868
148.0,148,1380.008174
53.0,53,1380.023801
107.0,107,1380.055118
118.0,118,1380.462718
98.0,98,1380.494192
103.0,103,1380.933166
144.0,144,1380.964411
102.0,102,1381.371057
20.0,20,1381.386891
27.0,27,1381.386891
17.0,17,1381.40252
18.0,18,1381.40252
16.0,16,1381.418628
20.0,20,1381.434267
16.0,16,1381.449951
18.0,18,1381.466006
23.0,23,1381.481641
20.0,20,1381.497264
13.0,13,1381.512887
18.0,18,1381.528511
16.0,16,1381.544137
47.0,47,1381.969009
51.0,51,1381.984632
41.0,41,1382.000256
57.0,57,1382.016308
33.0,33,1382.031941
130.0,130,1382.474556
131.0,131,1382.505802
155.0,155,1383.057095
117.0,117,1383.088561
112.0,112,1383.574156
111.0,111,1383.605402
57.0,57,1384.075708
41.0,41,1384.091331
19.0,19,1384.091331
23.0,23,1384.107308
18.0,18,1384.107308
19.0,19,1384.12293
24.0,24,1384.12293
19.0,19,1384.138798
28.0,28,1384.138798
22.0,22,1384.154745
24.0,24,1384.170735
24.0,24,1384.546114
16.0,16,1384.546114
12.0,12,1384.546114
16.0,16,1384.561778
36.0,36,1384.561778
27.0,27,1384.577646
23.0,23,1384.577646
18.0,18,1384.577646
9.0,9,1384.593503
16.0,16,1384.593503
20.0,20,1384.593503
16.0,16,1384.609364
16.0,16,1384.609364
94.0,94,1385.048481
259.0,259,1385.583558
14.0,14,1385.583558
16.0,16,1385.583558
18.0,18,1385.583558
22.0,22,1385.599448
22.0,22,1385.599448
20.0,20,1385.615076
22.0,22,1385.615076
23.0,23,1385.6307
500.0,500,1386.684891
24.0,24,1386.700439
113.0,113,1387.204099
114.0,114,1387.251262
13.0,13,1387.251262
129.0,129,1387.657986
15.0,15,1387.657986
127.0,127,1387.689443
116.0,116,1388.224928
116.0,116,1388.257139
500.0,500,1389.499314
500.0,500,1390.410916
41.0,41,1390.4268
500.0,500,1391.381173
118.0,118,1391.80445
117.0,117,1391.820073
91.0,91,1392.228844
85.0,85,1392.260403
95.0,95,1392.291859
131.0,131,1392.730658
169.0,169,1393.202599
71.0,71,1393.234404
50.0,50,1393.234404
55.0,55,1393.250027
461.0,461,1394.192277
136.0,136,1394.631737
41.0,41,1394.631737
47.0,47,1394.663272
41.0,41,1394.663272
36.0,36,1394.678895
46.0,46,1394.694519
500.0,500,1395.813397
500.0,500,1396.773332
500.0,500,1397.683507
500.0,500,1398.659228
500.0,500,1399.709716
14.0,14,1399.725339
500.0,500,1400.618576
18.0,18,1400.618576
20.0,20,1400.618576
291.0,291,1401.183526
150.0,150,1401.623781
134.0,134,1402.048877
500.0,500,1402.975265
152.0,152,1403.022135
143.0,143,1403.429937
147.0,147,1403.477661
126.0,126,1403.885297
21.0,21,1403.885297
109.0,109,1403.916826
12.0,12,1403.916826
16.0,16,1403.932914
27.0,27,1403.932914
25.0,25,1404.309046
29.0,29,1404.309046
18.0,18,1404.324885
51.0,51,1404.340508
37.0,37,1404.340508
49.0,49,1404.356628
81.0,81,1404.842888
23.0,23,1404.842888
10.0,10,1404.842888
18.0,18,1404.858885
20.0,20,1404.858885
21.0,21,1404.874513
15.0,15,1404.874513
21.0,21,1404.874513
14.0,14,1404.890136
19.0,19,1404.890136
22.0,22,1404.890136
16.0,16,1404.90576
16.0,16,1404.921651
16.0,16,1404.921651
16.0,16,1405.37648
14.0,14,1405.37648
229.0,229,1405.894461
98.0,98,1405.910086
18.0,18,1405.925709
14.0,14,1405.925709
99.0,99,1405.956956
127.0,127,1406.395552
134.0,134,1406.426797
100.0,100,1406.835062
93.0,93,1406.866569
96.0,96,1407.289263
27.0,27,1407.304887
21.0,21,1407.304887
15.0,15,1407.320633
24.0,24,1407.320633
16.0,16,1407.320633
11.0,11,1407.336261
23.0,23,1407.336261
17.0,17,1407.336261
11.0,11,1407.336261
12.0,12,1407.352179
23.0,23,1407.352179
25.0,25,1407.352179
24.0,24,1407.761088
13.0,13,1407.776934
28.0,28,1407.776934
23.0,23,1407.776934
96.0,96,1407.80838
22.0,22,1407.824005
21.0,21,1407.824005
18.0,18,1407.824005
23.0,23,1407.839624
100.0,100,1408.373262
102.0,102,1408.404508
103.0,103,1408.908005
103.0,103,1408.923901
109.0,109,1408.986586
94.0,94,1409.426322
94.0,94,1409.441946
101.0,101,1409.945234
31.0,31,1409.961026
12.0,12,1409.961026
11.0,11,1409.961026
9.0,9,1409.961026
95.0,95,1409.992277
95.0,95,1410.401754
119.0,119,1410.433
115.0,115,1411.012985
133.0,133,1411.044231
132.0,132,1411.499243
97.0,97,1411.530745
19.0,19,1411.530745
96.0,96,1411.56199
154.0,154,1412.017866
156.0,156,1412.489056
16.0,16,1412.504679
96.0,96,1412.520804
37.0,37,1412.536432
95.0,95,1413.006974
131.0,131,1413.054555
145.0,145,1413.525819
118.0,118,1413.557065
113.0,113,1414.04319
10.0,10,1414.04319
149.0,149,1414.074673
137.0,137,1414.516586
19.0,19,1414.532275
15.0,15,1414.532275
19.0,19,1414.532275
21.0,21,1414.547828
12.0,12,1414.547828
21.0,21,1414.547828
23.0,23,1414.563523
29.0,29,1414.579156
11.0,11,1414.579156
14.0,14,1414.579156
18.0,18,1414.594701
424.0,424,1415.552435
54.0,54,1415.568059
18.0,18,1415.568059
16.0,16,1415.568059
101.0,101,1415.992479
463.0,463,1416.918709
178.0,178,1416.965578
356.0,356,1417.925196
287.0,287,1418.380839
144.0,144,1418.428257
110.0,110,1418.853364
111.0,111,1418.883499
107.0,107,1419.418398
14.0,14,1419.418398
18.0,18,1419.418398
18.0,18,1419.418398
92.0,92,1419.450089
21.0,21,1419.450089
113.0,113,1419.872428
145.0,145,1419.9198
105.0,105,1420.406662
105.0,105,1420.469156
89.0,89,1420.893959
16.0,16,1420.893959
14.0,14,1420.893959
10.0,10,1420.909807
17.0,17,1420.909807
16.0,16,1420.909807
27.0,27,1420.92566
19.0,19,1420.92566
16.0,16,1420.92566
21.0,21,1420.941751
26.0,26,1420.941751
14.0,14,1420.941751
13.0,13,1420.957378
23.0,23,1420.957378
14.0,14,1421.350496
286.0,286,1421.821045
126.0,126,1421.852292
133.0,133,1422.293337
98.0,98,1422.323974
97.0,97,1422.35522
134.0,134,1422.810381
130.0,130,1422.857914
138.0,138,1423.267076
138.0,138,1423.723543
23.0,23,1423.739383
28.0,28,1423.739383
23.0,23,1423.755286
93.0,93,1423.770909
91.0,91,1424.162616
18.0,18,1424.162616
93.0,93,1424.193868
11.0,11,1424.193868
18.0,18,1424.193868
16.0,16,1424.209675
21.0,21,1424.225505
34.0,34,1424.241122
16.0,16,1424.257209
20.0,20,1424.27333
111.0,111,1424.744398
111.0,111,1424.775645
103.0,103,1425.264056
113.0,113,1425.295464
109.0,109,1425.736117
19.0,19,1425.736117
62.0,62,1425.751739
12.0,12,1425.751739
21.0,21,1425.767406
18.0,18,1425.767406
19.0,19,1425.767406
13.0,13,1425.783377
24.0,24,1425.783377
36.0,36,1425.799004
43.0,43,1426.191118
34.0,34,1426.207225
13.0,13,1426.207225
51.0,51,1426.223149
59.0,59,1426.239029
36.0,36,1426.255039
319.0,319,1427.308835
96.0,96,1427.324739
51.0,51,1427.340765
96.0,96,1427.748746
245.0,245,1428.234703
72.0,72,1428.250326
79.0,79,1428.281573
75.0,75,1428.297197
123.0,123,1428.704941
112.0,112,1428.736187
37.0,37,1429.112699
16.0,16,1429.112699
12.0,12,1429.128551
17.0,17,1429.128551
11.0,11,1429.128551
34.0,34,1429.144275
23.0,23,1429.144275
12.0,12,1429.160295
161.0,161,1429.599084
12.0,12,1429.599084
9.0,9,1429.614708
16.0,16,1429.614708
13.0,13,1429.614708
13.0,13,1429.614708
10.0,10,1429.630331
10.0,10,1429.630331
12.0,12,1429.630331
20.0,20,1429.645955
11.0,11,1429.645955
11.0,11,1429.645955
12.0,12,1429.661577
18.0,18,1429.661577
12.0,12,1429.661577
21.0,21,1429.6772
11.0,11,1429.6772
118.0,118,1430.166745
125.0,125,1430.19788
98.0,98,1430.622737
123.0,123,1430.653984
377.0,377,1431.577861
56.0,56,1431.593485
90.0,90,1431.625132
94.0,94,1432.032752
119.0,119,1432.064515
14.0,14,1432.080128
117.0,117,1432.505879
142.0,142,1432.552742
102.0,102,1432.959601
70.0,70,1432.975446
69.0,69,1432.991058
64.0,64,1433.007173
59.0,59,1433.397969
52.0,52,1433.413591
51.0,51,1433.413591
52.0,52,1433.429214
42.0,42,1433.444966
208.0,208,1433.884006
121.0,121,1434.292585
72.0,72,1434.308208
68.0,68,1434.324222
69.0,69,1434.827874
24.0,24,1434.827874
21.0,21,1434.843497
21.0,21,1434.843497
16.0,16,1434.843497
20.0,20,1434.85943
17.0,17,1434.85943
41.0,41,1434.875053
29.0,29,1434.890678
18.0,18,1434.890678
19.0,19,1434.906299
18.0,18,1434.906299
14.0,14,1435.299199
88.0,88,1435.314822
30.0,30,1435.330445
44.0,44,1435.346431
33.0,33,1435.346431
22.0,22,1435.362059
116.0,116,1435.897855
460.0,460,1436.760111
19.0,19,1436.760111
135.0,135,1436.807355
99.0,99,1437.198336
53.0,53,1437.21396
28.0,28,1437.21396
244.0,244,1437.875737
90.0,90,1437.891653
91.0,91,1438.282704
130.0,130,1438.330072
120.0,120,1438.75344
91.0,91,1438.784687
76.0,76,1438.800312
89.0,89,1439.207247
121.0,121,1439.238493
122.0,122,1439.285363
15.0,15,1439.661551
12.0,12,1439.661551
57.0,57,1439.677176
25.0,25,1439.693281
39.0,39,1439.708909
23.0,23,1439.708909
23.0,23,1439.708909
12.0,12,1439.724534
95.0,95,1440.175923
114.0,114,1440.196758
113.0,113,1440.589443
36.0,36,1440.605066
40.0,40,1440.620689
40.0,40,1440.620689
41.0,41,1440.636313
40.0,40,1440.651935
38.0,38,1440.667559
34.0,34,1441.043402
25.0,25,1441.059026
33.0,33,1441.074648
35.0,35,1441.074648
29.0,29,1441.090272
23.0,23,1441.090272
20.0,20,1441.090272
36.0,36,1441.106116
90.0,90,1441.705847
91.0,91,1441.737077
92.0,92,1441.768323
60.0,60,1442.144422
18.0,18,1442.144422
50.0,50,1442.160044
57.0,57,1442.175668
77.0,77,1442.206916
27.0,27,1442.583024
13.0,13,1442.583024
30.0,30,1442.598647
19.0,19,1442.598647
21.0,21,1442.614462
15.0,15,1442.614462
24.0,24,1442.614462
23.0,23,1442.630215
16.0,16,1442.630215
19.0,19,1442.630215
22.0,22,1442.646354
38.0,38,1443.151598
51.0,51,1443.167222
73.0,73,1443.182845
59.0,59,1443.214278
58.0,58,1443.23019
275.0,275,1444.048575
356.0,356,1444.55405
155.0,155,1445.05628
199.0,199,1445.118989
160.0,160,1445.541143
158.0,158,1445.963958
500.0,500,1446.856683
169.0,169,1446.903758
152.0,152,1447.328319
110.0,110,1447.359556
112.0,112,1447.815932
264.0,264,1448.351974
119.0,119,1448.38322
127.0,127,1448.791821
101.0,101,1448.823362
107.0,107,1448.8546
86.0,86,1449.310147
140.0,140,1449.357021
413.0,413,1450.315382
149.0,149,1450.818119
102.0,102,1450.833743
54.0,54,1450.849366
63.0,63,1450.864989
125.0,125,1451.289618
112.0,112,1451.321241
63.0,63,1451.699287
13.0,13,1451.699287
85.0,85,1451.715153
53.0,53,1451.731061
89.0,89,1451.762295
105.0,105,1452.140838
98.0,98,1452.172081
102.0,102,1452.596458
298.0,298,1453.162872
118.0,118,1453.19412
108.0,108,1453.636706
30.0,30,1453.652334
37.0,37,1453.668054
94.0,94,1453.699769
37.0,37,1453.699769
18.0,18,1454.124378
91.0,91,1454.17188
90.0,90,1454.187495
19.0,19,1454.187495
13.0,13,1454.20331
20.0,20,1454.20331
276.0,276,1455.225554
28.0,28,1455.241178
17.0,17,1455.241178
49.0,49,1455.256801
12.0,12,1455.256801
12.0,12,1455.256801
21.0,21,1455.272424
26.0,26,1455.272424
26.0,26,1455.288047
12.0,12,1455.288047
13.0,13,1455.288047
11.0,11,1455.30386
11.0,11,1455.30386
170.0,170,1455.7911
105.0,105,1456.230784
17.0,17,1456.230784
21.0,21,1456.246405
10.0,10,1456.246405
14.0,14,1456.246405
30.0,30,1456.262289
24.0,24,1456.262289
15.0,15,1456.278148
14.0,14,1456.278148
16.0,16,1456.278148
20.0,20,1456.294095
11.0,11,1456.294095
12.0,12,1456.294095
16.0,16,1456.30998
32.0,32,1456.735058
12.0,12,1456.735058
11.0,11,1456.750681
16.0,16,1456.750681
35.0,35,1456.750681
50.0,50,1456.766307
11.0,11,1456.766307
16.0,16,1456.782332
10.0,10,1456.782332
14.0,14,1456.782332
42.0,42,1456.79796
19.0,19,1456.79796
13.0,13,1457.190973
13.0,13,1457.206598
15.0,15,1457.206598
55.0,55,1457.222588
21.0,21,1457.222588
12.0,12,1457.23819
10.0,10,1457.23819
32.0,32,1457.23819
13.0,13,1457.254185
21.0,21,1457.254185
89.0,89,1457.695568
23.0,23,1457.695568
96.0,96,1457.727322
91.0,91,1457.759
102.0,102,1458.184695
108.0,108,1458.404625
100.0,100,1458.8137
52.0,52,1458.829324
29.0,29,1458.844946
31.0,31,1458.844946
62.0,62,1458.876358
98.0,98,1459.427691
111.0,111,1459.45957
105.0,105,1459.932063
26.0,26,1459.932063
12.0,12,1459.932063
24.0,24,1459.947913
26.0,26,1459.947913
20.0,20,1459.963535
21.0,21,1459.963535
34.0,34,1459.979467
26.0,26,1459.979467
27.0,27,1459.995421
26.0,26,1459.995421
124.0,124,1460.483859
116.0,116,1460.531126
53.0,53,1460.93933
19.0,19,1460.93933
33.0,33,1460.954954
23.0,23,1460.970576
26.0,26,1460.970576
34.0,34,1460.986452
21.0,21,1460.986452
27.0,27,1461.002092
21.0,21,1461.002092
13.0,13,1461.017933
211.0,211,1461.474786
127.0,127,1461.961041
35.0,35,1461.961041
94.0,94,1461.992758
39.0,39,1461.992758
19.0,19,1462.368382
26.0,26,1462.384006
14.0,14,1462.384006
18.0,18,1462.384006
15.0,15,1462.399902
12.0,12,1462.399902
28.0,28,1462.415539
24.0,24,1462.431559
14.0,14,1462.447607
35.0,35,1462.463227
15.0,15,1462.463227
25.0,25,1462.463227
14.0,14,1462.478851
148.0,148,1462.964736
143.0,143,1463.386832
12.0,12,1463.386832
16.0,16,1463.386832
13.0,13,1463.386832
20.0,20,1463.402462
88.0,88,1463.41808
19.0,19,1463.434029
12.0,12,1463.434029
21.0,21,1463.434029
13.0,13,1463.434029
11.0,11,1463.449649
21.0,21,1463.858143
9.0,9,1463.858143
12.0,12,1463.858143
23.0,23,1463.858143
11.0,11,1463.874122
16.0,16,1463.874122
11.0,11,1463.874122
13.0,13,1463.889749
15.0,15,1463.889749
25.0,25,1463.889749
16.0,16,1463.889749
14.0,14,1463.905373
21.0,21,1463.905373
13.0,13,1463.905373
11.0,11,1463.921485
20.0,20,1463.921485
97.0,97,1464.32932
97.0,97,1464.360566
14.0,14,1464.360566
97.0,97,1464.751815
98.0,98,1464.783061
12.0,12,1464.798685
100.0,100,1464.830585
13.0,13,1465.206097
11.0,11,1465.206097
15.0,15,1465.206097
21.0,21,1465.22172
12.0,12,1465.22172
20.0,20,1465.22172
16.0,16,1465.237343
14.0,14,1465.237343
19.0,19,1465.237343
18.0,18,1465.252967
17.0,17,1465.252967
22.0,22,1465.252967
14.0,14,1465.26859
21.0,21,1465.26859
15.0,15,1465.26859
102.0,102,1465.708892
105.0,105,1465.740139
96.0,96,1466.211511
97.0,97,1466.258382
101.0,101,1466.30614
292.0,292,1467.200833
19.0,19,1467.200833
19.0,19,1467.216456
18.0,18,1467.216456
22.0,22,1467.216456
18.0,18,1467.232407
21.0,21,1467.232407
16.0,16,1467.248028
15.0,15,1467.248028
39.0,39,1467.26365
14.0,14,1467.26365
16.0,16,1467.26365
20.0,20,1467.279503
92.0,92,1467.686665
94.0,94,1467.702665
15.0,15,1467.718292
93.0,93,1468.158419
88.0,88,1468.20529
87.0,87,1468.220965
42.0,42,1468.236593
44.0,44,1468.66026
45.0,45,1468.691508
41.0,41,1468.723024
90.0,90,1468.754266
41.0,41,1468.77013
30.0,30,1469.162462
11.0,11,1469.162462
23.0,23,1469.178087
17.0,17,1469.178087
42.0,42,1469.194145
35.0,35,1469.210053
35.0,35,1469.225666
45.0,45,1469.241288
25.0,25,1469.600626
14.0,14,1469.61625
18.0,18,1469.61625
98.0,98,1469.647497
20.0,20,1469.647497
11.0,11,1469.647497
11.0,11,1469.6632
21.0,21,1469.6632
15.0,15,1469.6632
18.0,18,1469.678937
104.0,104,1470.149463
152.0,152,1470.19651
115.0,115,1470.637614
96.0,96,1470.669122
93.0,93,1471.091484
253.0,253,1471.657874
24.0,24,1471.673498
11.0,11,1471.673498
16.0,16,1471.673498
16.0,16,1471.689301
19.0,19,1471.689301
11.0,11,1471.689301
20.0,20,1471.689301
23.0,23,1471.704964
18.0,18,1471.720817
26.0,26,1471.736814
29.0,29,1471.752433
23.0,23,1471.752433
101.0,101,1472.208528
101.0,101,1472.256019
112.0,112,1472.743763
136.0,136,1472.775011
76.0,76,1473.167427
15.0,15,1473.18305
22.0,22,1473.18305
20.0,20,1473.18305
15.0,15,1473.198674
16.0,16,1473.198674
13.0,13,1473.198674
21.0,21,1473.214527
21.0,21,1473.214527
23.0,23,1473.214527
16.0,16,1473.230149
30.0,30,1473.230149
18.0,18,1473.245773
104.0,104,1473.751559
97.0,97,1473.78273
111.0,111,1474.238432
96.0,96,1474.254054
95.0,95,1474.285531
18.0,18,1474.285531
174.0,174,1474.884273
169.0,169,1475.325623
159.0,159,1475.373157
30.0,30,1475.830336
18.0,18,1475.830336
16.0,16,1475.84596
16.0,16,1475.84596
14.0,14,1475.84596
15.0,15,1475.861584
24.0,24,1475.861584
30.0,30,1475.877207
22.0,22,1475.877207
16.0,16,1475.877207
16.0,16,1475.877207
15.0,15,1475.893084
18.0,18,1475.893084
18.0,18,1475.893084
270.0,270,1476.739692
111.0,111,1476.77114
118.0,118,1476.818394
51.0,51,1477.27451
18.0,18,1477.27451
20.0,20,1477.27451
16.0,16,1477.290372
16.0,16,1477.290372
19.0,19,1477.290372
20.0,20,1477.306296
14.0,14,1477.306296
16.0,16,1477.306296
16.0,16,1477.322411
14.0,14,1477.322411
12.0,12,1477.322411
21.0,21,1477.322411
82.0,82,1477.72943
500.0,500,1478.703577
500.0,500,1479.596515
352.0,352,1480.068871
149.0,149,1480.508281
101.0,101,1480.556023
101.0,101,1480.618909
154.0,154,1481.057455
88.0,88,1481.088919
14.0,14,1481.088919
107.0,107,1481.561757
21.0,21,1481.561757
103.0,103,1481.608626
93.0,93,1482.04911
88.0,88,1482.080552
91.0,91,1482.096175
93.0,93,1482.53545
106.0,106,1482.567003
103.0,103,1483.022155
17.0,17,1483.037779
105.0,105,1483.069579
78.0,78,1483.132335
97.0,97,1483.555493
110.0,110,1483.586738
96.0,96,1484.07375
19.0,19,1484.07375
110.0,110,1484.105002
108.0,108,1484.136649
34.0,34,1484.513332
14.0,14,1484.528957
94.0,94,1484.544579
91.0,91,1484.5764
93.0,93,1485.015575
99.0,99,1485.047679
98.0,98,1485.078313
99.0,99,1485.550688
101.0,101,1485.582185
93.0,93,1486.068866
97.0,97,1486.08449
13.0,13,1486.100113
95.0,95,1486.116003
95.0,95,1486.586768
97.0,97,1486.633637
92.0,92,1487.025782
91.0,91,1487.057028
97.0,97,1487.088543
97.0,97,1487.480663
19.0,19,1487.480663
87.0,87,1487.511908
45.0,45,1487.527531
87.0,87,1488.02846
95.0,95,1488.059707
95.0,95,1488.090952
91.0,91,1488.484076
86.0,86,1488.515321
84.0,84,1488.530944
97.0,97,1488.939192
500.0,500,1489.832028
128.0,128,1489.926049
125.0,125,1490.382043
97.0,97,1490.413561
96.0,96,1490.460626
500.0,500,1491.336667
18.0,18,1491.336667
500.0,500,1492.229759
84.0,84,1492.621269
84.0,84,1492.636883
18.0,18,1492.6528
68.0,68,1492.684934
28.0,28,1492.684934
98.0,98,1493.141352
95.0,95,1493.172595
106.0,106,1493.596898
109.0,109,1493.612776
120.0,120,1494.051326
97.0,97,1494.066947
