#{"t_start": 1784182486.7544653, "env_id": "CartPole-v1"}
r,l,t
99.0,99,1494.098193
61.0,61,1494.48928
69.0,69,1494.504902
83.0,83,1494.536149
65.0,65,1494.551772
91.0,91,1494.990898
89.0,89,1495.022428
91.0,91,1495.053678
58.0,58,1495.428636
29.0,29,1495.444763
37.0,37,1495.444763
45.0,45,1495.460392
44.0,44,1495.476014
49.0,49,1495.491687
90.0,90,1495.8854
94.0,94,1495.917151
98.0,98,1496.38782
102.0,102,1496.419122
97.0,97,1496.434745
500.0,500,1497.359399
500.0,500,1498.316449
80.0,80,1498.802173
313.0,313,1499.304974
30.0,30,1499.304974
89.0,89,1499.336219
30.0,30,1499.352318
500.0,500,1500.40701
324.0,324,1501.270635
53.0,53,1501.286244
142.0,142,1501.36516
301.0,301,1502.228993
175.0,175,1502.260744
500.0,500,1503.217243
445.0,445,1504.129426
111.0,111,1504.160678
500.0,500,1505.071333
209.0,209,1505.50914
123.0,123,1506.420523
88.0,88,1506.452052
97.0,97,1506.498922
16.0,16,1506.498922
500.0,500,1507.426208
500.0,500,1508.350098
500.0,500,1509.291847
500.0,500,1510.185455
408.0,408,1511.047234
203.0,203,1511.486832
500.0,500,1512.507361
500.0,500,1513.041734
387.0,387,1513.952267
131.0,131,1514.376312
91.0,91,1514.391933
14.0,14,1514.407556
13.0,13,1514.407556
90.0,90,1514.438854
93.0,93,1514.830627
185.0,185,1514.877594
500.0,500,1515.771264
500.0,500,1516.728763
500.0,500,1517.765495
500.0,500,1518.74356
500.0,500,1519.620484
500.0,500,1520.516081
500.0,500,1521.458158
366.0,366,1522.352165
500.0,500,1522.950969
413.0,413,1523.956635
500.0,500,1524.931872
500.0,500,1525.859827
500.0,500,1526.770633
500.0,500,1527.727239
152.0,152,1527.758726
500.0,500,1528.670833
317.0,317,1529.547368
144.0,144,1529.594498
178.0,178,1530.019305
15.0,15,1530.019305
162.0,162,1530.441313
403.0,403,1530.944321
154.0,154,1531.464001
143.0,143,1531.542177
289.0,289,1532.156252
71.0,71,1532.531986
123.0,123,1532.563231
130.0,130,1532.987356
144.0,144,1533.018866
135.0,135,1533.473851
135.0,135,1533.52072
133.0,133,1533.944524
125.0,125,1533.976006
115.0,115,1534.386029
102.0,102,1534.417834
109.0,109,1534.903577
182.0,182,1534.950495
138.0,138,1535.372571
124.0,124,1535.403817
187.0,187,1535.858982
304.0,304,1536.344304
103.0,103,1536.782346
55.0,55,1536.797957
38.0,38,1536.813795
55.0,55,1536.829623
44.0,44,1536.845246
125.0,125,1537.283685
110.0,110,1537.315362
101.0,101,1537.786753
51.0,51,1537.802376
97.0,97,1537.818
121.0,121,1538.257175
56.0,56,1538.272799
72.0,72,1538.288422
214.0,214,1538.711783
91.0,91,1539.103392
225.0,225,1539.198037
96.0,96,1539.605939
92.0,92,1539.621562
91.0,91,1539.652809
98.0,98,1540.044641
99.0,99,1540.076133
95.0,95,1540.487346
92.0,92,1540.503322
97.0,97,1540.534758
148.0,148,1541.005956
256.0,256,1541.523806
98.0,98,1541.555053
66.0,66,1541.977149
31.0,31,1541.977149
37.0,37,1541.992771
16.0,16,1541.992771
12.0,12,1542.008394
31.0,31,1542.008394
15.0,15,1542.024019
21.0,21,1542.024019
31.0,31,1542.039642
17.0,17,1542.039642
23.0,23,1542.432416
99.0,99,1542.46366
100.0,100,1542.495151
264.0,264,1542.948994
150.0,150,1543.372935
296.0,296,1543.859173
143.0,143,1544.329902
28.0,28,1544.329902
33.0,33,1544.345526
36.0,36,1544.345526
57.0,57,1544.361148
36.0,36,1544.376772
27.0,27,1544.376772
500.0,500,1545.383927
104.0,104,1545.792579
90.0,90,1545.808203
94.0,94,1546.295874
187.0,187,1546.373988
500.0,500,1547.54301
117.0,117,1548.015694
86.0,86,1548.031657
85.0,85,1548.062886
394.0,394,1548.893706
120.0,120,1548.940961
254.0,254,1549.444195
500.0,500,1550.370082
500.0,500,1551.279135
500.0,500,1552.206296
417.0,417,1553.742619
91.0,91,1553.774338
88.0,88,1554.246278
500.0,500,1554.827836
106.0,106,1555.282949
103.0,103,1555.298573
132.0,132,1555.754824
201.0,201,1556.352046
112.0,112,1556.383292
115.0,115,1556.414538
278.0,278,1557.29328
202.0,202,1557.35699
135.0,135,1557.858764
106.0,106,1557.890003
110.0,110,1558.329356
99.0,99,1558.360603
100.0,100,1558.767946
103.0,103,1558.799461
104.0,104,1558.815082
108.0,108,1559.223706
183.0,183,1559.270574
125.0,125,1559.677202
108.0,108,1559.708448
170.0,170,1560.148244
93.0,93,1560.163867
28.0,28,1560.572732
40.0,40,1560.572732
95.0,95,1560.635437
28.0,28,1560.635437
105.0,105,1561.057994
446.0,446,1561.624186
117.0,117,1562.158411
68.0,68,1562.189786
59.0,59,1562.205415
15.0,15,1562.205415
131.0,131,1562.676759
300.0,300,1563.146367
500.0,500,1564.05468
344.0,344,1564.589475
500.0,500,1565.450332
500.0,500,1566.392293
340.0,340,1567.256228
393.0,393,1567.725895
218.0,218,1568.165001
91.0,91,1568.196562
329.0,329,1569.109265
258.0,258,1569.564471
19.0,19,1569.564471
498.0,498,1570.457297
346.0,346,1571.022061
11.0,11,1571.022061
112.0,112,1571.053549
133.0,133,1571.541299
129.0,129,1571.572789
128.0,128,1572.012659
135.0,135,1572.059528
432.0,432,1573.000915
158.0,158,1573.425692
112.0,112,1573.456947
109.0,109,1573.945921
40.0,40,1573.949706
12.0,12,1573.961714
30.0,30,1573.963432
16.0,16,1573.963432
22.0,22,1573.977817
24.0,24,1573.977817
15.0,15,1573.993923
39.0,39,1573.993923
17.0,17,1574.009946
109.0,109,1574.451743
113.0,113,1574.499113
101.0,101,1574.924544
89.0,89,1574.940167
90.0,90,1574.971414
148.0,148,1575.415773
140.0,140,1575.823528
356.0,356,1576.312261
155.0,155,1576.768771
289.0,289,1577.380749
153.0,153,1577.427819
327.0,327,1578.276613
16.0,16,1578.276613
18.0,18,1578.292531
16.0,16,1578.292531
16.0,16,1578.30815
18.0,18,1578.323774
16.0,16,1578.323774
17.0,17,1578.339397
11.0,11,1578.339397
14.0,14,1578.339397
16.0,16,1578.339397
13.0,13,1578.355324
13.0,13,1578.355324
12.0,12,1578.355324
16.0,16,1578.355324
23.0,23,1578.371148
203.0,203,1578.794315
137.0,137,1579.220341
140.0,140,1579.267203
223.0,223,1579.690346
368.0,368,1580.571346
148.0,148,1580.634159
153.0,153,1581.057062
186.0,186,1581.479409
253.0,253,1581.918227
31.0,31,1581.933849
94.0,94,1581.949473
13.0,13,1581.965095
11.0,11,1581.965095
91.0,91,1581.980719
156.0,156,1582.40415
213.0,213,1582.841884
140.0,140,1582.888755
31.0,31,1583.378865
14.0,14,1583.378865
13.0,13,1583.394494
14.0,14,1583.410128
12.0,12,1583.410128
17.0,17,1583.425738
17.0,17,1583.44136
15.0,15,1583.456986
22.0,22,1583.473108
17.0,17,1583.473108
16.0,16,1583.489182
17.0,17,1583.489182
22.0,22,1583.505087
14.0,14,1583.505087
18.0,18,1583.505087
88.0,88,1584.024583
58.0,58,1584.024583
28.0,28,1584.040206
70.0,70,1584.05583
500.0,500,1584.963492
50.0,50,1585.35465
11.0,11,1585.35465
13.0,13,1585.35465
11.0,11,1585.370311
11.0,11,1585.370311
14.0,14,1585.370311
11.0,11,1585.370311
11.0,11,1585.38594
10.0,10,1585.38594
22.0,22,1585.38594
13.0,13,1585.401802
12.0,12,1585.401802
12.0,12,1585.401802
12.0,12,1585.401802
9.0,9,1585.401802
10.0,10,1585.417636
24.0,24,1585.417636
12.0,12,1585.417636
10.0,10,1585.417636
11.0,11,1585.841884
87.0,87,1585.857506
167.0,167,1586.313172
13.0,13,1586.313172
20.0,20,1586.328998
74.0,74,1586.344913
80.0,80,1586.376352
15.0,15,1586.376352
150.0,150,1586.815241
18.0,18,1586.815241
16.0,16,1586.831027
14.0,14,1586.831027
16.0,16,1586.831027
18.0,18,1586.847027
89.0,89,1587.319227
104.0,104,1587.350754
178.0,178,1587.805877
39.0,39,1587.821804
33.0,33,1587.837355
12.0,12,1587.837355
11.0,11,1587.85298
11.0,11,1587.85298
12.0,12,1587.85298
91.0,91,1587.900151
99.0,99,1588.325284
172.0,172,1588.780803
114.0,114,1588.843747
110.0,110,1588.874992
19.0,19,1588.874992
76.0,76,1589.39586
81.0,81,1589.427643
21.0,21,1589.427643
84.0,84,1589.932159
81.0,81,1589.948021
72.0,72,1589.979548
72.0,72,1589.995171
139.0,139,1590.419255
129.0,129,1590.450502
106.0,106,1590.88961
13.0,13,1590.88961
13.0,13,1590.88961
91.0,91,1590.905233
15.0,15,1590.92101
39.0,39,1591.519637
26.0,26,1591.535261
19.0,19,1591.550884
33.0,33,1591.550884
43.0,43,1591.566507
31.0,31,1591.566507
22.0,22,1591.582131
14.0,14,1591.582131
28.0,28,1591.597753
21.0,21,1591.597753
21.0,21,1591.95775
131.0,131,1592.00462
132.0,132,1592.444311
20.0,20,1592.444311
18.0,18,1592.444311
14.0,14,1592.459933
22.0,22,1592.475992
21.0,21,1592.491968
20.0,20,1592.507588
18.0,18,1592.507588
25.0,25,1592.523212
21.0,21,1592.523212
13.0,13,1592.538834
20.0,20,1592.538834
18.0,18,1592.554458
25.0,25,1592.92983
14.0,14,1592.92983
19.0,19,1592.92983
13.0,13,1592.945454
21.0,21,1592.945454
17.0,17,1592.945454
29.0,29,1592.961299
14.0,14,1592.961299
27.0,27,1592.961299
21.0,21,1592.977136
94.0,94,1593.384197
180.0,180,1593.431066
230.0,230,1593.869536
125.0,125,1594.278142
43.0,43,1594.294247
99.0,99,1594.325502
104.0,104,1594.750083
110.0,110,1594.781317
113.0,113,1595.267906
97.0,97,1595.283529
40.0,40,1595.299151
102.0,102,1595.346736
318.0,318,1596.386036
148.0,148,1596.433305
71.0,71,1596.840348
31.0,31,1596.840348
24.0,24,1596.856194
15.0,15,1596.856194
14.0,14,1596.856194
19.0,19,1596.871823
20.0,20,1596.871823
12.0,12,1596.871823
45.0,45,1596.887445
30.0,30,1596.903068
27.0,27,1596.903068
116.0,116,1597.326148
120.0,120,1597.357677
48.0,48,1597.765422
97.0,97,1597.796669
13.0,13,1597.796669
102.0,102,1597.812594
9.0,9,1597.828213
105.0,105,1598.410645
105.0,105,1598.442219
108.0,108,1598.834292
98.0,98,1598.865537
103.0,103,1598.896975
321.0,321,1599.775622
12.0,12,1599.775622
39.0,39,1599.791242
11.0,11,1599.791242
55.0,55,1599.822782
12.0,12,1599.822782
18.0,18,1599.822782
15.0,15,1599.838407
14.0,14,1599.838407
12.0,12,1599.838407
10.0,10,1599.838407
13.0,13,1600.230371
34.0,34,1600.246211
15.0,15,1600.246211
10.0,10,1600.246211
13.0,13,1600.261821
13.0,13,1600.277448
11.0,11,1600.277448
11.0,11,1600.277448
11.0,11,1600.293463
91.0,91,1600.32471
14.0,14,1600.32471
101.0,101,1600.873724
98.0,98,1600.889529
94.0,94,1601.296707
102.0,102,1601.327953
99.0,99,1601.35945
21.0,21,1601.35945
19.0,19,1601.750944
124.0,124,1601.782423
139.0,139,1602.189964
46.0,46,1602.205986
52.0,52,1602.222091
98.0,98,1602.237918
172.0,172,1602.677331
252.0,252,1603.130407
189.0,189,1603.694907
182.0,182,1603.757607
128.0,128,1604.180872
122.0,122,1604.212117
118.0,118,1604.634933
125.0,125,1604.666635
101.0,101,1605.203918
132.0,132,1605.266669
362.0,362,1606.129398
104.0,104,1606.145279
15.0,15,1606.160902
99.0,99,1606.56863
375.0,375,1607.069599
221.0,221,1607.507882
232.0,232,1608.043499
32.0,32,1608.059272
24.0,24,1608.059272
33.0,33,1608.074903
112.0,112,1608.499563
11.0,11,1608.499563
12.0,12,1608.515177
139.0,139,1608.547102
21.0,21,1608.547102
182.0,182,1609.05011
500.0,500,1609.995266
294.0,294,1610.448515
15.0,15,1610.448515
135.0,135,1610.872665
131.0,131,1610.920267
126.0,126,1611.34359
29.0,29,1611.359214
26.0,26,1611.374837
10.0,10,1611.374837
11.0,11,1611.374837
24.0,24,1611.374837
29.0,29,1611.390465
25.0,25,1611.390465
13.0,13,1611.406084
19.0,19,1611.406084
24.0,24,1611.421888
336.0,336,1612.284765
22.0,22,1612.284765
24.0,24,1612.300655
115.0,115,1612.363899
322.0,322,1613.305323
14.0,14,1613.305323
15.0,15,1613.305323
15.0,15,1613.305323
16.0,16,1613.321258
104.0,104,1613.353024
16.0,16,1613.353024
15.0,15,1613.353024
14.0,14,1613.368866
126.0,126,1613.920354
117.0,117,1613.935977
478.0,478,1614.959028
19.0,19,1614.959028
104.0,104,1615.399878
314.0,314,1615.839293
126.0,126,1615.886164
91.0,91,1616.389084
31.0,31,1616.389084
90.0,90,1616.436795
103.0,103,1616.844355
30.0,30,1616.859978
97.0,97,1616.891224
91.0,91,1617.297929
13.0,13,1617.297929
117.0,117,1617.329324
12.0,12,1617.329324
12.0,12,1617.344947
13.0,13,1617.344947
12.0,12,1617.344947
28.0,28,1617.360571
14.0,14,1617.360571
10.0,10,1617.360571
12.0,12,1617.76857
10.0,10,1617.76857
12.0,12,1617.76857
13.0,13,1617.76857
32.0,32,1617.784193
28.0,28,1617.784193
10.0,10,1617.80007
10.0,10,1617.80007
9.0,9,1617.80007
13.0,13,1617.80007
24.0,24,1617.815685
33.0,33,1617.815685
24.0,24,1617.831575
11.0,11,1617.831575
13.0,13,1617.831575
31.0,31,1618.224038
30.0,30,1618.239661
120.0,120,1618.271058
33.0,33,1618.271058
27.0,27,1618.287057
10.0,10,1618.287057
16.0,16,1618.662407
17.0,17,1618.662407
21.0,21,1618.680692
15.0,15,1618.680692
21.0,21,1618.680692
18.0,18,1618.694046
17.0,17,1618.694046
19.0,19,1618.694046
14.0,14,1618.709554
26.0,26,1618.709554
13.0,13,1618.709554
27.0,27,1618.725195
12.0,12,1618.725195
14.0,14,1618.725195
16.0,16,1618.741069
102.0,102,1619.116812
96.0,96,1619.148059
99.0,99,1619.571894
29.0,29,1619.571894
137.0,137,1619.618653
20.0,20,1619.618653
35.0,35,1620.01082
20.0,20,1620.026703
21.0,21,1620.026703
17.0,17,1620.042323
23.0,23,1620.042323
87.0,87,1620.089663
19.0,19,1620.105284
20.0,20,1620.120906
17.0,17,1620.120906
26.0,26,1620.120906
89.0,89,1620.561962
21.0,21,1620.577585
28.0,28,1620.577585
31.0,31,1620.593208
19.0,19,1620.593208
91.0,91,1621.03319
329.0,329,1621.583622
133.0,133,1621.630477
54.0,54,1622.007253
45.0,45,1622.007253
99.0,99,1622.038498
46.0,46,1622.054123
371.0,371,1622.947487
115.0,115,1622.978733
112.0,112,1623.403217
500.0,500,1624.328591
94.0,94,1624.376151
90.0,90,1624.423053
79.0,79,1624.910315
37.0,37,1624.926262
89.0,89,1624.94189
92.0,92,1625.349387
439.0,439,1625.91502
437.0,437,1626.859372
183.0,183,1627.298263
36.0,36,1627.313886
104.0,104,1627.360669
94.0,94,1627.863532
500.0,500,1628.802203
500.0,500,1629.30327
500.0,500,1630.181651
31.0,31,1630.621132
19.0,19,1630.621132
106.0,106,1630.652379
106.0,106,1630.684239
465.0,465,1631.706602
500.0,500,1632.663805
500.0,500,1736.829525
17.0,17,1736.845148
500.0,500,1738.342957
443.0,443,1739.148294
20.0,20,1739.148294
18.0,18,1739.148294
20.0,20,1739.163917
18.0,18,1739.163917
18.0,18,1739.173929
16.0,16,1739.173929
19.0,19,1739.179936
19.0,19,1739.179936
500.0,500,1740.0165
301.0,301,1740.742712
20.0,20,1740.742712
21.0,21,1740.742712
15.0,15,1740.758336
43.0,43,1740.758336
21.0,21,1740.774965
22.0,22,1740.774965
15.0,15,1740.774965
27.0,27,1740.789971
25.0,25,1740.789971
107.0,107,1741.174999
500.0,500,1742.242921
128.0,128,1742.276278
360.0,360,1743.31798
21.0,21,1743.31798
28.0,28,1743.333834
27.0,27,1743.3497
35.0,35,1743.381344
22.0,22,1743.381344
209.0,209,1743.950661
89.0,89,1743.98209
19.0,19,1743.998207
162.0,162,1744.486949
149.0,149,1744.910666
23.0,23,1744.910666
21.0,21,1744.926684
17.0,17,1744.926684
17.0,17,1744.94254
35.0,35,1744.94254
19.0,19,1744.94254
26.0,26,1744.958268
19.0,19,1744.958268
17.0,17,1744.974506
142.0,142,1745.416893
151.0,151,1745.906611
123.0,123,1745.953385
32.0,32,1745.969082
119.0,119,1746.540479
23.0,23,1746.553178
19.0,19,1746.553178
25.0,25,1746.568808
26.0,26,1746.582757
117.0,117,1746.61632
126.0,126,1747.153143
123.0,123,1747.18581
286.0,286,1748.038464
87.0,87,1748.069767
54.0,54,1748.085928
50.0,50,1748.102532
95.0,95,1748.510588
103.0,103,1748.542289
102.0,102,1748.574291
31.0,31,1749.03113
23.0,23,1749.046948
101.0,101,1749.062915
195.0,195,1749.711394
133.0,133,1749.742642
128.0,128,1750.18776
119.0,119,1750.217393
125.0,125,1750.77059
130.0,130,1750.802239
409.0,409,1751.700996
132.0,132,1751.732518
335.0,335,1752.853692
103.0,103,1752.885962
103.0,103,1753.326354
500.0,500,1754.253885
500.0,500,1754.820488
500.0,500,1755.731366
500.0,500,1756.835147
145.0,145,1757.291839
134.0,134,1757.338705
500.0,500,1758.473575
500.0,500,1759.432133
116.0,116,1759.841444
500.0,500,1760.817888
304.0,304,1761.355804
160.0,160,1761.860366
22.0,22,1761.860366
16.0,16,1761.860366
15.0,15,1761.875989
112.0,112,1761.907235
16.0,16,1761.907235
16.0,16,1761.907235
115.0,115,1762.474375
16.0,16,1762.490001
116.0,116,1762.521329
17.0,17,1762.521329
21.0,21,1762.536868
134.0,134,1762.97664
25.0,25,1762.97664
124.0,124,1763.400392
363.0,363,1763.871242
125.0,125,1763.918934
500.0,500,1764.800525
319.0,319,1765.743546
34.0,34,1765.743546
74.0,74,1765.774787
66.0,66,1765.790672
32.0,32,1765.790672
145.0,145,1766.359368
133.0,133,1766.782748
106.0,106,1766.814077
102.0,102,1766.845316
105.0,105,1767.410586
135.0,135,1767.47455
500.0,500,1768.581349
328.0,328,1769.648144
11.0,11,1769.648144
14.0,14,1769.648144
14.0,14,1769.648144
16.0,16,1769.664011
15.0,15,1769.664011
20.0,20,1769.664011
13.0,13,1769.679883
13.0,13,1769.695492
22.0,22,1769.711595
16.0,16,1769.711595
14.0,14,1769.711595
37.0,37,1769.727628
12.0,12,1769.743618
16.0,16,1769.743618
500.0,500,1770.736626
387.0,387,1771.680196
162.0,162,1772.229842
131.0,131,1772.277347
120.0,120,1772.719069
318.0,318,1773.475189
90.0,90,1773.506363
34.0,34,1773.522062
13.0,13,1773.522062
88.0,88,1773.993333
19.0,19,1774.009725
25.0,25,1774.009725
18.0,18,1774.024819
23.0,23,1774.024819
14.0,14,1774.041327
14.0,14,1774.041327
14.0,14,1774.041327
18.0,18,1774.056408
18.0,18,1774.056408
18.0,18,1774.072041
19.0,19,1774.072041
16.0,16,1774.558587
22.0,22,1774.574211
19.0,19,1774.574211
16.0,16,1774.590206
21.0,21,1774.590206
17.0,17,1774.590206
16.0,16,1774.609612
26.0,26,1774.614644
17.0,17,1774.622152
98.0,98,1774.638044
108.0,108,1775.109941
105.0,105,1775.141641
428.0,428,1776.132786
201.0,201,1776.8437
153.0,153,1776.907208
500.0,500,1777.944297
500.0,500,1779.047622
500.0,500,1779.990741
199.0,199,1780.478725
129.0,129,1781.010364
500.0,500,1781.607432
500.0,500,1782.61631
138.0,138,1783.102464
140.0,140,1783.556963
500.0,500,1784.108266
500.0,500,1785.17798
417.0,417,1786.375907
154.0,154,1786.783587
500.0,500,1787.725987
18.0,18,1787.725987
17.0,17,1787.725987
15.0,15,1787.742102
23.0,23,1787.742102
16.0,16,1787.742102
13.0,13,1787.742102
19.0,19,1787.75773
17.0,17,1787.75773
13.0,13,1787.75773
19.0,19,1787.773666
21.0,21,1787.773666
14.0,14,1787.773666
19.0,19,1787.7895
291.0,291,1788.639473
500.0,500,1789.642623
211.0,211,1789.689492
197.0,197,1790.12889
179.0,179,1790.55409
175.0,175,1790.977724
500.0,500,1791.513278
191.0,191,1791.954636
500.0,500,1792.88311
255.0,255,1793.356794
500.0,500,1794.312789
293.0,293,1794.784989
500.0,500,1795.789316
184.0,184,1796.213366
105.0,105,1796.245515
131.0,131,1796.861096
127.0,127,1796.971395
110.0,110,1797.64987
19.0,19,1797.64987
23.0,23,1797.665778
23.0,23,1797.665778
106.0,106,1797.713227
500.0,500,1798.734219
500.0,500,1800.013394
46.0,46,1800.469546
16.0,16,1800.469546
16.0,16,1800.469546
23.0,23,1800.485478
16.0,16,1800.485478
13.0,13,1800.485478
10.0,10,1800.485478
23.0,23,1800.501375
18.0,18,1800.501375
16.0,16,1800.517301
17.0,17,1800.532927
15.0,15,1800.548549
16.0,16,1800.564176
17.0,17,1800.564176
16.0,16,1800.579796
500.0,500,1801.63537
500.0,500,1803.457659
71.0,71,1803.882461
39.0,39,1803.898085
33.0,33,1803.913707
39.0,39,1803.92933
41.0,41,1803.92933
39.0,39,1803.944954
119.0,119,1804.481617
232.0,232,1804.951779
376.0,376,1805.454497
88.0,88,1805.927598
26.0,26,1805.943663
32.0,32,1805.959684
40.0,40,1805.975346
34.0,34,1805.975346
30.0,30,1805.990973
34.0,34,1806.006599
32.0,32,1806.006599
113.0,113,1806.50798
110.0,110,1806.539225
299.0,299,1807.418674
35.0,35,1807.434304
37.0,37,1807.434304
94.0,94,1807.465558
40.0,40,1807.465558
27.0,27,1807.481168
125.0,125,1807.873626
143.0,143,1807.921408
120.0,120,1808.330468
99.0,99,1808.361641
500.0,500,1809.287839
197.0,197,1809.777053
179.0,179,1810.217884
16.0,16,1810.217884
25.0,25,1810.233507
18.0,18,1810.233507
111.0,111,1810.282025
20.0,20,1810.282025
160.0,160,1810.690045
146.0,146,1811.176713
180.0,180,1811.223139
274.0,274,1811.771819
150.0,150,1812.243352
120.0,120,1812.668319
155.0,155,1812.715191
59.0,59,1812.73074
121.0,121,1813.29806
11.0,11,1813.29806
25.0,25,1813.313699
101.0,101,1813.361048
49.0,49,1813.770534
44.0,44,1813.786163
35.0,35,1813.801844
27.0,27,1813.801844
33.0,33,1813.817394
30.0,30,1813.817394
42.0,42,1813.833085
96.0,96,1814.289907
64.0,64,1814.306447
96.0,96,1814.32153
95.0,95,1814.791877
92.0,92,1814.823203
88.0,88,1814.854367
19.0,19,1815.249268
15.0,15,1815.263402
16.0,16,1815.263402
18.0,18,1815.263402
21.0,21,1815.279557
17.0,17,1815.279557
13.0,13,1815.279557
19.0,19,1815.279557
18.0,18,1815.2951
11.0,11,1815.2951
17.0,17,1815.2951
15.0,15,1815.2951
14.0,14,1815.312039
16.0,16,1815.312039
18.0,18,1815.312039
14.0,14,1815.327047
96.0,96,1815.797817
28.0,28,1815.81344
89.0,89,1815.860564
97.0,97,1816.317747
104.0,104,1816.348979
105.0,105,1816.380155
103.0,103,1816.806059
101.0,101,1816.837301
66.0,66,1817.245811
52.0,52,1817.26142
48.0,48,1817.292668
44.0,44,1817.324316
49.0,49,1817.340366
30.0,30,1817.356406
121.0,121,1817.846478
28.0,28,1817.861484
122.0,122,1817.892804
121.0,121,1818.396662
254.0,254,1818.946548
31.0,31,1818.946548
18.0,18,1818.946548
124.0,124,1819.513072
110.0,110,1819.544565
101.0,101,1819.576097
28.0,28,1820.031991
13.0,13,1820.031991
14.0,14,1820.047916
18.0,18,1820.063463
10.0,10,1820.063463
12.0,12,1820.079085
11.0,11,1820.079085
18.0,18,1820.095206
19.0,19,1820.1113
21.0,21,1820.126918
14.0,14,1820.126918
17.0,17,1820.126918
14.0,14,1820.142853
12.0,12,1820.142853
20.0,20,1820.142853
14.0,14,1820.158847
162.0,162,1820.615404
108.0,108,1820.646651
110.0,110,1821.072212
118.0,118,1821.103457
144.0,144,1821.577121
447.0,447,1822.724874
121.0,121,1822.756116
129.0,129,1823.226274
162.0,162,1823.288774
72.0,72,1823.728404
85.0,85,1823.75965
89.0,89,1823.775524
13.0,13,1823.775524
136.0,136,1824.328708
157.0,157,1824.375577
113.0,113,1824.816104
105.0,105,1824.847586
152.0,152,1825.367185
145.0,145,1825.398757
106.0,106,1825.885108
384.0,384,1826.499626
154.0,154,1827.065657
140.0,140,1827.568813
12.0,12,1827.568813
15.0,15,1827.568813
98.0,98,1827.600059
10.0,10,1827.615683
96.0,96,1827.647441
11.0,11,1827.647441
36.0,36,1828.071799
89.0,89,1828.118917
94.0,94,1828.150163
368.0,368,1829.143957
12.0,12,1829.143957
11.0,11,1829.15958
91.0,91,1829.175203
12.0,12,1829.175203
24.0,24,1829.190829
13.0,13,1829.190829
81.0,81,1829.599634
82.0,82,1829.646908
84.0,84,1829.678153
94.0,94,1830.071534
100.0,100,1830.102773
101.0,101,1830.636284
